state,date,faac,share_derivation_13,geo_zone,year
Abia,2007-01-01,1578445684.92,NA,South East,2007
Abia,2007-02-01,1745179575.05,NA,South East,2007
Abia,2007-03-01,3519392956.52,NA,South East,2007
Abia,2007-04-01,2205633280.88,NA,South East,2007
Abia,2007-05-01,2441654756.97,NA,South East,2007
Abia,2007-06-01,2349836190.15,NA,South East,2007
Abia,2007-07-01,2997299962.42,NA,South East,2007
Abia,2007-08-01,2762679016.42,NA,South East,2007
Abia,2007-09-01,2305597385.73,NA,South East,2007
Abia,2007-10-01,2343089584.87,NA,South East,2007
Abia,2007-11-01,2344170034.96,NA,South East,2007
Abia,2007-12-01,2535415221.04,NA,South East,2007
Abia,2008-01-01,2312058776.56,NA,South East,2008
Abia,2008-02-01,2106851184.17,NA,South East,2008
Abia,2008-03-01,3829219721.83,NA,South East,2008
Abia,2008-04-01,3193357708.73,NA,South East,2008
Abia,2008-05-01,5309084304.54,NA,South East,2008
Abia,2008-06-01,3150283353.22,NA,South East,2008
Abia,2008-07-01,3242396640.45,NA,South East,2008
Abia,2008-08-01,3150401949.76,NA,South East,2008
Abia,2008-09-01,3186773015.78,NA,South East,2008
Abia,2008-10-01,2952243770.6,NA,South East,2008
Abia,2008-11-01,2981678712.55,NA,South East,2008
Abia,2008-12-01,2996927438.39,NA,South East,2008
Abia,2009-01-01,3129830776.53,NA,South East,2009
Abia,2009-02-01,2110576586.43,NA,South East,2009
Abia,2009-03-01,2218188534.57,NA,South East,2009
Abia,2009-04-01,3467736721.02,NA,South East,2009
Abia,2009-05-01,2425818072.09,NA,South East,2009
Abia,2009-06-01,2533610816.01,NA,South East,2009
Abia,2009-07-01,2463619229.41,NA,South East,2009
Abia,2009-08-01,5057443171.92,NA,South East,2009
Abia,2009-09-01,2626857258.02,NA,South East,2009
Abia,2009-10-01,4887857035.56,NA,South East,2009
Abia,2009-11-01,2702263655.41,NA,South East,2009
Abia,2009-12-02,2851412415.12,NA,South East,2009
Abia,2010-01-01,2840563289.95,NA,South East,2010
Abia,2010-02-01,3660922110.99,NA,South East,2010
Abia,2010-03-01,2678898980.33,NA,South East,2010
Abia,2010-04-01,2190055308.77,NA,South East,2010
Abia,2010-05-01,5620004669.37,NA,South East,2010
Abia,2010-06-01,2911490359.18,NA,South East,2010
Abia,2010-07-01,2071774499.65,NA,South East,2010
Abia,2010-08-01,3860097975.13,NA,South East,2010
Abia,2010-09-01,3218951515.72,NA,South East,2010
Abia,2010-10-01,2982684993.71,NA,South East,2010
Abia,2010-11-01,3125641288.91,NA,South East,2010
Abia,2010-12-01,3365800847.13,NA,South East,2010
Abia,2011-01-01,2999144643.62,NA,South East,2011
Abia,2011-02-01,2971117283.11,NA,South East,2011
Abia,2011-03-01,2947436698.68,NA,South East,2011
Abia,2011-04-01,3065996051.67,NA,South East,2011
Abia,2011-05-01,3254496508.77,NA,South East,2011
Abia,2011-06-01,4204692807.88,NA,South East,2011
Abia,2011-07-01,7063133387.67,NA,South East,2011
Abia,2011-08-01,3692789866.2,NA,South East,2011
Abia,2011-09-01,3432306641.79,NA,South East,2011
Abia,2011-10-01,5178147170.53,NA,South East,2011
Abia,2011-11-01,5667008227.96,NA,South East,2011
Abia,2011-12-01,3797824154.65,NA,South East,2011
Abia,2012-01-01,4408787994.82,NA,South East,2012
Abia,2012-02-01,3875315522.49,NA,South East,2012
Abia,2012-03-01,5145378902.78,NA,South East,2012
Abia,2012-04-01,4440499598.13,NA,South East,2012
Abia,2012-05-01,4051543990.79,NA,South East,2012
Abia,2012-06-01,3828942618.34,NA,South East,2012
Abia,2012-07-01,3627922226.44,NA,South East,2012
Abia,2012-08-01,4712680139.88,NA,South East,2012
Abia,2012-09-01,3883448905.6,NA,South East,2012
Abia,2012-10-01,3864606633.52,NA,South East,2012
Abia,2012-11-01,4964852487.87,NA,South East,2012
Abia,2012-12-01,6659273677.13,NA,South East,2012
Abia,2013-01-01,5119932382.84,NA,South East,2013
Abia,2013-02-01,4087738587.04,NA,South East,2013
Abia,2013-03-01,6265617764.17,NA,South East,2013
Abia,2013-04-01,5185129673.37,NA,South East,2013
Abia,2013-05-01,5571598617.87,NA,South East,2013
Abia,2013-06-01,5303400512.48,NA,South East,2013
Abia,2013-07-01,5697182904.03,NA,South East,2013
Abia,2013-08-01,4295494286.72,NA,South East,2013
Abia,2013-09-01,5112894260.49,NA,South East,2013
Abia,2013-10-01,4297558941.68,NA,South East,2013
Abia,2013-11-01,5234268421.57,NA,South East,2013
Abia,2013-12-01,4917003564.47,NA,South East,2013
Abia,2014-01-01,4151240873.19,NA,South East,2014
Abia,2014-02-01,4562820985.74,NA,South East,2014
Abia,2014-03-01,4685612347.16,NA,South East,2014
Abia,2014-04-01,4581355963.67,NA,South East,2014
Abia,2014-05-01,4489597958.35,NA,South East,2014
Abia,2014-06-01,5743609415.14,NA,South East,2014
Abia,2014-07-01,5253079038.48,NA,South East,2014
Abia,2014-08-01,4598686911.09,NA,South East,2014
Abia,2014-09-01,4526967961.08,NA,South East,2014
Abia,2014-10-01,4495035526.99,NA,South East,2014
Abia,2014-11-01,4155616739.54,NA,South East,2014
Abia,2014-12-01,4011532175.02,NA,South East,2014
Abia,2015-01-01,4026748563.36,NA,South East,2015
Abia,2015-02-01,3485294009.36,NA,South East,2015
Abia,2015-03-01,3922382968.54,NA,South East,2015
Abia,2015-04-01,3049487844.3,NA,South East,2015
Abia,2015-05-01,2710384810.28,NA,South East,2015
Abia,2015-06-01,2953219613.71,NA,South East,2015
Abia,2015-07-01,6087002914.14,NA,South East,2015
Abia,2015-08-01,3603552402.85,NA,South East,2015
Abia,2015-09-01,2639556312.17,NA,South East,2015
Abia,2015-10-01,2469322685.61,NA,South East,2015
Abia,2015-11-01,2889493896.48,NA,South East,2015
Abia,2015-12-01,2246117507.77,NA,South East,2015
Abia,2016-01-01,2699959019.01,NA,South East,2016
Abia,2016-02-01,2277642562.55,NA,South East,2016
Abia,2016-03-01,1938447217.56,NA,South East,2016
Abia,2016-04-01,2056356618.36,NA,South East,2016
Abia,2016-05-01,2080023525.21,NA,South East,2016
Abia,2016-06-01,1923982456.53,NA,South East,2016
Abia,2016-07-01,3550924481.35,NA,South East,2016
Abia,2016-08-01,3219815506.75,NA,South East,2016
Abia,2016-09-01,3007450514.25,NA,South East,2016
Abia,2016-10-01,2637594250.7,NA,South East,2016
Abia,2016-11-01,2796054784.3,NA,South East,2016
Abia,2016-12-01,2532539708.03,NA,South East,2016
Abia,2017-01-01,2537016629.74,NA,South East,2017
Abia,2017-02-01,3036639008.08,NA,South East,2017
Abia,2017-03-01,2842595518.6,NA,South East,2017
Abia,2017-04-01,2865213831.81,NA,South East,2017
Abia,2017-05-01,2589010962.12,NA,South East,2017
Abia,2017-06-01,2826050192.86,NA,South East,2017
Abia,2017-07-01,4117743387.63,NA,South East,2017
Abia,2017-08-01,3013493101.81,NA,South East,2017
Abia,2017-09-01,4038368716.52,NA,South East,2017
Abia,2017-10-01,3523602969.05,NA,South East,2017
Abia,2017-11-01,3483279791.43,NA,South East,2017
Abia,2017-12-01,4003688799.05,NA,South East,2017
Abia,2018-01-18,4358767591.96,NA,South East,2018
Abia,2018-02-18,4324428885.34,NA,South East,2018
Abia,2018-03-18,4410041258.35,NA,South East,2018
Abia,2018-04-18,4304777275.4,NA,South East,2018
Abia,2018-05-18,4546901793.94,NA,South East,2018
Abia,2018-06-18,4511794577.69,NA,South East,2018
Abia,2018-07-18,4708912123.64,NA,South East,2018
Abia,2018-08-18,4602277617.21,NA,South East,2018
Abia,2018-09-01,4849636358.37,NA,South East,2018
Abia,2018-10-01,4730120023.83,NA,South East,2018
Abia,2018-11-01,4864921317.9,NA,South East,2018
Abia,2018-12-01,5113734696.52,NA,South East,2018
Abia,2019-01-01,4297559540.89,NA,South East,2019
Abia,2019-02-01,4449976257.59,NA,South East,2019
Abia,2019-03-01,4173312483.55,NA,South East,2019
Abia,2019-04-01,4149077138.61,NA,South East,2019
Abia,2019-05-01,4095616677.18,NA,South East,2019
Abia,2019-06-01,4444074569.52,NA,South East,2019
Abia,2019-07-01,4822019037.29,NA,South East,2019
Abia,2019-08-01,4570196228.72,NA,South East,2019
Abia,2019-09-01,4350747536.32,NA,South East,2019
Abia,2019-10-01,4257840748.56,NA,South East,2019
Abia,2019-11-01,4380980231.36,NA,South East,2019
Abia,2019-12-01,4048468175.27,NA,South East,2019
Abia,2020-01-01,4332596336.19,NA,South East,2020
Abia,2020-02-01,3925621595.7,NA,South East,2020
Abia,2020-03-01,3548518525.05,NA,South East,2020
Abia,2020-04-01,4176116929.54,NA,South East,2020
Abia,2020-05-01,3629155269.04,NA,South East,2020
Abia,2020-06-01,3628611347.01,NA,South East,2020
Abia,2020-07-01,4213114398.95,NA,South East,2020
Abia,2020-08-01,4568157051.8,NA,South East,2020
Abia,2020-09-01,4476220765.85,NA,South East,2020
Abia,2020-10-01,4281484511.35,NA,South East,2020
Abia,2020-11-01,3797052486.57,NA,South East,2020
Abia,2020-12-01,3792414862.86,NA,South East,2020
Abia,2021-01-01,3925180061.02,NA,South East,2021
Abia,2021-02-01,4010519719.19,NA,South East,2021
Abia,2021-03-01,3911528049,NA,South East,2021
Abia,2021-04-01,4264346494,NA,South East,2021
Abia,2021-05-01,4334833048,NA,South East,2021
Abia,2021-06-01,4322625429,NA,South East,2021
Abia,2021-07-01,4568580673,NA,South East,2021
Abia,2021-08-01,4807635653,NA,South East,2021
Abia,2021-09-01,4421485896.97,NA,South East,2021
Abia,2021-10-01,4741767461.65,NA,South East,2021
Abia,2021-11-01,4223269196.02,NA,South East,2021
Abia,2021-12-01,4407042570.48,NA,South East,2021
Abia,2022-01-01,4667012496.05,NA,South East,2022
Abia,2022-02-01,3991512875.9,NA,South East,2022
Abia,2022-03-01,4111311500.26,NA,South East,2022
Abia,2022-04-01,5128935332.92,NA,South East,2022
Abia,2022-05-01,4522913025.37,NA,South East,2022
Abia,2022-06-01,5042635193.46,NA,South East,2022
Abia,2022-07-01,5479989188.54,NA,South East,2022
Abia,2022-08-01,6092234478,NA,South East,2022
Abia,2022-09-01,4457213805,NA,South East,2022
Abia,2022-10-01,4979705300,NA,South East,2022
Abia,2022-11-01,4946696961,NA,South East,2022
Abia,2022-12-01,5930602366,NA,South East,2022
Abia,2023-01-01,6327384876,NA,South East,2023
Abia,2023-02-01,4624032900,NA,South East,2023
Abia,2023-03-01,4573413597.69133,NA,South East,2023
Abia,2023-04-01,4427300324.688247,NA,South East,2023
Abia,2023-05-01,6253552831.2114105,NA,South East,2023
Abia,2023-06-01,6409099456.33971,NA,South East,2023
Abia,2023-07-01,6552608045.17325,NA,South East,2023
Abia,2023-08-01,7197952467.17485,NA,South East,2023
Abia,2023-09-01,8068702215.4364,NA,South East,2023
Abia,2023-10-01,6584852212.23675,NA,South East,2023
Abia,2023-11-01,6927291748.3881,NA,South East,2023
Abia,2023-12-01,8370924363.5406,NA,South East,2023
Abia,2024-01-01,8793169646.147,234707855.47,South East,2024
Abia,2024-02-01,8325586757.976,302419952.13,South East,2024
Abia,2024-03-01,8999378995.922699,819602329.51,South East,2024
Abia,2024-04-01,9134444178.74228,640857977.1,South East,2024
Abia,2024-05-01,9695211454.568619,738587328.43,South East,2024
Abia,2024-06-01,9280860705.0753,450302227.2114,South East,2024
Adamawa,2007-01-01,1623117529.91,NA,North East,2007
Adamawa,2007-02-01,1802864895.78,NA,North East,2007
Adamawa,2007-03-01,3210070481.79,NA,North East,2007
Adamawa,2007-04-01,2196120353.08,NA,North East,2007
Adamawa,2007-05-01,2248721251.45,NA,North East,2007
Adamawa,2007-06-01,2150838415.28,NA,North East,2007
Adamawa,2007-07-01,2828622317.99,NA,North East,2007
Adamawa,2007-08-01,2653009339.12,NA,North East,2007
Adamawa,2007-09-01,2233854135.12,NA,North East,2007
Adamawa,2007-10-01,2267098639.55,NA,North East,2007
Adamawa,2007-11-01,2208325548.67,NA,North East,2007
Adamawa,2007-12-01,2337221214.04,NA,North East,2007
Adamawa,2008-01-01,2066828506.56,NA,North East,2008
Adamawa,2008-02-01,1885167137.63,NA,North East,2008
Adamawa,2008-03-01,3408721130,NA,North East,2008
Adamawa,2008-04-01,2929477552.51,NA,North East,2008
Adamawa,2008-05-01,4787107825.09,NA,North East,2008
Adamawa,2008-06-01,2899130582.75,NA,North East,2008
Adamawa,2008-07-01,4600454405.26,NA,North East,2008
Adamawa,2008-08-01,2922758638.86,NA,North East,2008
Adamawa,2008-09-01,2976186450.08,NA,North East,2008
Adamawa,2008-10-01,2712163047.85,NA,North East,2008
Adamawa,2008-11-01,2756557283.06,NA,North East,2008
Adamawa,2008-12-01,2784694913.19,NA,North East,2008
Adamawa,2009-01-01,2472912367.68,NA,North East,2009
Adamawa,2009-02-01,1615618851.08,NA,North East,2009
Adamawa,2009-03-01,2718336012.42,NA,North East,2009
Adamawa,2009-04-01,2544779637.77,NA,North East,2009
Adamawa,2009-05-01,2162592089.19,NA,North East,2009
Adamawa,2009-06-01,2284821999.53,NA,North East,2009
Adamawa,2009-07-01,2273897337.34,NA,North East,2009
Adamawa,2009-08-01,4428003601.16,NA,North East,2009
Adamawa,2009-09-01,2421232623.71,NA,North East,2009
Adamawa,2009-10-01,4258511038.46,NA,North East,2009
Adamawa,2009-11-01,2471112403.94,NA,North East,2009
Adamawa,2009-12-02,2577749897.06,NA,North East,2009
Adamawa,2010-01-01,2564927353.69,NA,North East,2010
Adamawa,2010-02-01,4175866371.34,NA,North East,2010
Adamawa,2010-03-01,2873302093.54,NA,North East,2010
Adamawa,2010-04-01,2045399079.59,NA,North East,2010
Adamawa,2010-05-01,4439799864.74,NA,North East,2010
Adamawa,2010-06-01,2288075177.16,NA,North East,2010
Adamawa,2010-07-01,2434952652.93,NA,North East,2010
Adamawa,2010-08-01,4165958125.61,NA,North East,2010
Adamawa,2010-09-01,2546841687.56,NA,North East,2010
Adamawa,2010-10-01,2380064441.66,NA,North East,2010
Adamawa,2010-11-01,3003654857.05,NA,North East,2010
Adamawa,2010-12-01,3738904747.3,NA,North East,2010
Adamawa,2011-01-01,2837389436.69,NA,North East,2011
Adamawa,2011-02-01,2871388193.02,NA,North East,2011
Adamawa,2011-03-01,2604624025.53,NA,North East,2011
Adamawa,2011-04-01,2756918336.38,NA,North East,2011
Adamawa,2011-05-01,2889261056.84,NA,North East,2011
Adamawa,2011-06-01,3877784731.99,NA,North East,2011
Adamawa,2011-07-01,7147880916.49,NA,North East,2011
Adamawa,2011-08-01,4145949726.22,NA,North East,2011
Adamawa,2011-09-01,4086764532.32,NA,North East,2011
Adamawa,2011-10-01,4791838612.96,NA,North East,2011
Adamawa,2011-11-01,6540679754.21,NA,North East,2011
Adamawa,2011-12-01,4173855122.47,NA,North East,2011
Adamawa,2012-01-01,4230054322.39,NA,North East,2012
Adamawa,2012-02-01,3694961719.98,NA,North East,2012
Adamawa,2012-03-01,4737697416.87,NA,North East,2012
Adamawa,2012-04-01,3743340321.92,NA,North East,2012
Adamawa,2012-05-01,3925490855.79,NA,North East,2012
Adamawa,2012-06-01,3903992045.39,NA,North East,2012
Adamawa,2012-07-01,3719402567.25,NA,North East,2012
Adamawa,2012-08-01,4822164248.51,NA,North East,2012
Adamawa,2012-09-01,3750317053.75,NA,North East,2012
Adamawa,2012-10-01,3686640420.41,NA,North East,2012
Adamawa,2012-11-01,4854750646.73,NA,North East,2012
Adamawa,2012-12-01,6446785279.3,NA,North East,2012
Adamawa,2013-01-01,4838925106.11,NA,North East,2013
Adamawa,2013-02-01,3980613380.91,NA,North East,2013
Adamawa,2013-03-01,5890257900.02,NA,North East,2013
Adamawa,2013-04-01,4920345908.36,NA,North East,2013
Adamawa,2013-05-01,5207422821.04,NA,North East,2013
Adamawa,2013-06-01,5073095833.81,NA,North East,2013
Adamawa,2013-07-01,5406013967.54,NA,North East,2013
Adamawa,2013-08-01,4144195712.83,NA,North East,2013
Adamawa,2013-09-01,4874838070.34,NA,North East,2013
Adamawa,2013-10-01,4168079232.98,NA,North East,2013
Adamawa,2013-11-01,4754355596.5,NA,North East,2013
Adamawa,2013-12-01,4575651935.83,NA,North East,2013
Adamawa,2014-01-01,3886912287.05,NA,North East,2014
Adamawa,2014-02-01,4248240867.37,NA,North East,2014
Adamawa,2014-03-01,4214313564.86,NA,North East,2014
Adamawa,2014-04-01,4238680407.55,NA,North East,2014
Adamawa,2014-05-01,4194662633.73,NA,North East,2014
Adamawa,2014-06-01,5371069866.38,NA,North East,2014
Adamawa,2014-07-01,4743195404.75,NA,North East,2014
Adamawa,2014-08-01,4282964504.54,NA,North East,2014
Adamawa,2014-09-01,4111321300.09,NA,North East,2014
Adamawa,2014-10-01,4067519041.46,NA,North East,2014
Adamawa,2014-11-01,3789042109.67,NA,North East,2014
Adamawa,2014-12-01,4029121371.82,NA,North East,2014
Adamawa,2015-01-01,3660813786.07,NA,North East,2015
Adamawa,2015-02-01,3137484813.43,NA,North East,2015
Adamawa,2015-03-01,3525721871.4,NA,North East,2015
Adamawa,2015-04-01,2770620109.25,NA,North East,2015
Adamawa,2015-05-01,2572910928.03,NA,North East,2015
Adamawa,2015-06-01,2789510584.47,NA,North East,2015
Adamawa,2015-07-01,6018810638.55,NA,North East,2015
Adamawa,2015-08-01,3486403749.23,NA,North East,2015
Adamawa,2015-09-01,2514424041.25,NA,North East,2015
Adamawa,2015-10-01,2306050995.77,NA,North East,2015
Adamawa,2015-11-01,2869997077.92,NA,North East,2015
Adamawa,2015-12-01,2100301925.3,NA,North East,2015
Adamawa,2016-01-01,2494352819.55,NA,North East,2016
Adamawa,2016-02-01,2223018469.39,NA,North East,2016
Adamawa,2016-03-01,2032039683.9,NA,North East,2016
Adamawa,2016-04-01,2019457373.34,NA,North East,2016
Adamawa,2016-05-01,2019720057.63,NA,North East,2016
Adamawa,2016-06-01,1828758173.61,NA,North East,2016
Adamawa,2016-07-01,3535546645.07,NA,North East,2016
Adamawa,2016-08-01,3045058307.93,NA,North East,2016
Adamawa,2016-09-01,3147609635.5,NA,North East,2016
Adamawa,2016-10-01,2540523513.81,NA,North East,2016
Adamawa,2016-11-01,2523857023.97,NA,North East,2016
Adamawa,2016-12-01,2349552120.36,NA,North East,2016
Adamawa,2017-01-01,2454796278.14,NA,North East,2017
Adamawa,2017-02-01,2829872524.77,NA,North East,2017
Adamawa,2017-03-01,2510247614.48,NA,North East,2017
Adamawa,2017-04-01,2812395501.01,NA,North East,2017
Adamawa,2017-05-01,2498524446.23,NA,North East,2017
Adamawa,2017-06-01,2808113875.82,NA,North East,2017
Adamawa,2017-07-01,4117703489.11,NA,North East,2017
Adamawa,2017-08-01,2875535997.53,NA,North East,2017
Adamawa,2017-09-01,4020934818.69,NA,North East,2017
Adamawa,2017-10-01,3435339398.66,NA,North East,2017
Adamawa,2017-11-01,3293101431.06,NA,North East,2017
Adamawa,2017-12-01,3779896818.31,NA,North East,2017
Adamawa,2018-01-18,4060044183.25,NA,North East,2018
Adamawa,2018-02-18,3856191239.64,NA,North East,2018
Adamawa,2018-03-18,3906066780.08,NA,North East,2018
Adamawa,2018-04-18,3768439354.27,NA,North East,2018
Adamawa,2018-05-18,4085905463.01,NA,North East,2018
Adamawa,2018-06-18,4038670060.43,NA,North East,2018
Adamawa,2018-07-18,4413165867.26,NA,North East,2018
Adamawa,2018-08-18,4132999065.58,NA,North East,2018
Adamawa,2018-09-01,4313473072.75,NA,North East,2018
Adamawa,2018-10-01,4140199889.4,NA,North East,2018
Adamawa,2018-11-01,4188271985.92,NA,North East,2018
Adamawa,2018-12-01,4606779612.8,NA,North East,2018
Adamawa,2019-01-01,3904203506.39,NA,North East,2019
Adamawa,2019-02-01,4027134128.88,NA,North East,2019
Adamawa,2019-03-01,3736851139.87,NA,North East,2019
Adamawa,2019-04-01,3692683349.47,NA,North East,2019
Adamawa,2019-05-01,3699672900.11,NA,North East,2019
Adamawa,2019-06-01,4200663786.68,NA,North East,2019
Adamawa,2019-07-01,4559688548.6,NA,North East,2019
Adamawa,2019-08-01,4311927461.91,NA,North East,2019
Adamawa,2019-09-01,4166470424.67,NA,North East,2019
Adamawa,2019-10-01,4060520464.38,NA,North East,2019
Adamawa,2019-11-01,4189004084.61,NA,North East,2019
Adamawa,2019-12-01,3789882301.7,NA,North East,2019
Adamawa,2020-01-01,4137391871.1,NA,North East,2020
Adamawa,2020-02-01,3878930601.42,NA,North East,2020
Adamawa,2020-03-01,3383731233.82,NA,North East,2020
Adamawa,2020-04-01,3912661923.15,NA,North East,2020
Adamawa,2020-05-01,3583178863.53,NA,North East,2020
Adamawa,2020-06-01,3530016459.51,NA,North East,2020
Adamawa,2020-07-01,4362677658,NA,North East,2020
Adamawa,2020-08-01,4493874886.45,NA,North East,2020
Adamawa,2020-09-01,4627113940.21,NA,North East,2020
Adamawa,2020-10-01,4321150201.28,NA,North East,2020
Adamawa,2020-11-01,3851006237.19,NA,North East,2020
Adamawa,2020-12-01,3862154996.57,NA,North East,2020
Adamawa,2021-01-01,4070469489.48,NA,North East,2021
Adamawa,2021-02-01,4116695980.5,NA,North East,2021
Adamawa,2021-03-01,3723376880,NA,North East,2021
Adamawa,2021-04-01,4336881973,NA,North East,2021
Adamawa,2021-05-01,4479240722,NA,North East,2021
Adamawa,2021-06-01,4442887619,NA,North East,2021
Adamawa,2021-07-01,4726993317,NA,North East,2021
Adamawa,2021-08-01,4947169569,NA,North East,2021
Adamawa,2021-09-01,4774400422.18,NA,North East,2021
Adamawa,2021-10-01,4782169286.75,NA,North East,2021
Adamawa,2021-11-01,4537915458.01,NA,North East,2021
Adamawa,2021-12-01,4458795624.61,NA,North East,2021
Adamawa,2022-01-01,4806265237.23,NA,North East,2022
Adamawa,2022-02-01,3686588252.95,NA,North East,2022
Adamawa,2022-03-01,4050736828.2,NA,North East,2022
Adamawa,2022-04-01,4751741007.38,NA,North East,2022
Adamawa,2022-05-01,4389499386.3,NA,North East,2022
Adamawa,2022-06-01,5038024007.2,NA,North East,2022
Adamawa,2022-07-01,5285894105.99,NA,North East,2022
Adamawa,2022-08-01,6082708171,NA,North East,2022
Adamawa,2022-09-01,4639915820,NA,North East,2022
Adamawa,2022-10-01,5001067131,NA,North East,2022
Adamawa,2022-11-01,5076163782,NA,North East,2022
Adamawa,2022-12-01,6025437428,NA,North East,2022
Adamawa,2023-01-01,6163172590,NA,North East,2023
Adamawa,2023-02-01,4964126516,NA,North East,2023
Adamawa,2023-03-01,4750856201.36815,NA,North East,2023
Adamawa,2023-04-01,4619770722.423498,NA,North East,2023
Adamawa,2023-05-01,6260208744.4094105,NA,North East,2023
Adamawa,2023-06-01,6419515401.960461,NA,North East,2023
Adamawa,2023-07-01,6735109390.3767,NA,North East,2023
Adamawa,2023-08-01,7314944709.747801,NA,North East,2023
Adamawa,2023-09-01,8366588864.539901,NA,North East,2023
Adamawa,2023-10-01,6225811168.1465,NA,North East,2023
Adamawa,2023-11-01,7086342282.3106,NA,North East,2023
Adamawa,2023-12-01,7927271845.1837,NA,North East,2023
Adamawa,2024-01-01,8727976363.8305,0,North East,2024
Adamawa,2024-02-01,8403775475.3925,0,North East,2024
Adamawa,2024-03-01,7507550313.9897,0,North East,2024
Adamawa,2024-04-01,8598456465.93415,0,North East,2024
Adamawa,2024-05-01,8584624823.39296,0,North East,2024
Adamawa,2024-06-01,8759249616.9735,0,North East,2024
Akwa Ibom,2007-01-01,6495680919.3,NA,South South,2007
Akwa Ibom,2007-02-01,6813523160.95,NA,South South,2007
Akwa Ibom,2007-03-01,16958091050.96,NA,South South,2007
Akwa Ibom,2007-04-01,11377352788.85,NA,South South,2007
Akwa Ibom,2007-05-01,11456007564.04,NA,South South,2007
Akwa Ibom,2007-06-01,10330532577.97,NA,South South,2007
Akwa Ibom,2007-07-01,13683059361.83,NA,South South,2007
Akwa Ibom,2007-08-01,11767307666.45,NA,South South,2007
Akwa Ibom,2007-09-01,10054100809.75,NA,South South,2007
Akwa Ibom,2007-10-01,9832871551.22,NA,South South,2007
Akwa Ibom,2007-11-01,8439294316.53,NA,South South,2007
Akwa Ibom,2007-12-01,10853877537.5,NA,South South,2007
Akwa Ibom,2008-01-01,9282189214.02,NA,South South,2008
Akwa Ibom,2008-02-01,8274965717.64,NA,South South,2008
Akwa Ibom,2008-03-01,17201683017.65,NA,South South,2008
Akwa Ibom,2008-04-01,13562162748.76,NA,South South,2008
Akwa Ibom,2008-05-01,24954301679.98,NA,South South,2008
Akwa Ibom,2008-06-01,13578195303.96,NA,South South,2008
Akwa Ibom,2008-07-01,64973483887.49,NA,South South,2008
Akwa Ibom,2008-08-01,13136146576.04,NA,South South,2008
Akwa Ibom,2008-09-01,13095234604.47,NA,South South,2008
Akwa Ibom,2008-10-01,13335102597.99,NA,South South,2008
Akwa Ibom,2008-11-01,13033219895.17,NA,South South,2008
Akwa Ibom,2008-12-01,12812998852.56,NA,South South,2008
Akwa Ibom,2009-01-01,13632946364.72,NA,South South,2009
Akwa Ibom,2009-02-01,7380054732.59,NA,South South,2009
Akwa Ibom,2009-03-01,25060864254.88,NA,South South,2009
Akwa Ibom,2009-04-01,16869236601.98,NA,South South,2009
Akwa Ibom,2009-05-01,10596751302.83,NA,South South,2009
Akwa Ibom,2009-06-01,10578004971.82,NA,South South,2009
Akwa Ibom,2009-07-01,9833436430.03,NA,South South,2009
Akwa Ibom,2009-08-01,29208697160.22,NA,South South,2009
Akwa Ibom,2009-09-01,10583650331.56,NA,South South,2009
Akwa Ibom,2009-10-01,25914039690.85,NA,South South,2009
Akwa Ibom,2009-11-01,11068275901.68,NA,South South,2009
Akwa Ibom,2009-12-02,12150727112.57,NA,South South,2009
Akwa Ibom,2010-01-01,12020939175.11,NA,South South,2010
Akwa Ibom,2010-02-01,22720324310.79,NA,South South,2010
Akwa Ibom,2010-03-01,14443528093.73,NA,South South,2010
Akwa Ibom,2010-04-01,8387932280.94,NA,South South,2010
Akwa Ibom,2010-05-01,29391997148.24,NA,South South,2010
Akwa Ibom,2010-06-01,13772699747.66,NA,South South,2010
Akwa Ibom,2010-07-01,14381949935.45,NA,South South,2010
Akwa Ibom,2010-08-01,28990826421.58,NA,South South,2010
Akwa Ibom,2010-09-01,14432992979.04,NA,South South,2010
Akwa Ibom,2010-10-01,11187321155.04,NA,South South,2010
Akwa Ibom,2010-11-01,11975278643.84,NA,South South,2010
Akwa Ibom,2010-12-01,17361677185.32,NA,South South,2010
Akwa Ibom,2011-01-01,13021305708.05,NA,South South,2011
Akwa Ibom,2011-02-01,13829765425.89,NA,South South,2011
Akwa Ibom,2011-03-01,13636775277.44,NA,South South,2011
Akwa Ibom,2011-04-01,12983715642.24,NA,South South,2011
Akwa Ibom,2011-05-01,10051298564.47,NA,South South,2011
Akwa Ibom,2011-06-01,20701627377.58,NA,South South,2011
Akwa Ibom,2011-07-01,46180282845.43,NA,South South,2011
Akwa Ibom,2011-08-01,17925376036.95,NA,South South,2011
Akwa Ibom,2011-09-01,17645221962.24,NA,South South,2011
Akwa Ibom,2011-10-01,21153476457.12,NA,South South,2011
Akwa Ibom,2011-11-01,33417113447.26,NA,South South,2011
Akwa Ibom,2011-12-01,20105944395.23,NA,South South,2011
Akwa Ibom,2012-01-01,22865457927.17,NA,South South,2012
Akwa Ibom,2012-02-01,19051390927.73,NA,South South,2012
Akwa Ibom,2012-03-01,26697082203.29,NA,South South,2012
Akwa Ibom,2012-04-01,19859705746.52,NA,South South,2012
Akwa Ibom,2012-05-01,18671116092.35,NA,South South,2012
Akwa Ibom,2012-06-01,19136917246.62,NA,South South,2012
Akwa Ibom,2012-07-01,15918572163.51,NA,South South,2012
Akwa Ibom,2012-08-01,25111958436.62,NA,South South,2012
Akwa Ibom,2012-09-01,17145656115.61,NA,South South,2012
